1647720000,node-6.adservice2-0,container_cpu_cfs_periods,96.5
1647720060,node-6.adservice2-0,container_cpu_cfs_periods,96.5
1647720120,node-6.adservice2-0,container_cpu_cfs_periods,100
1647720180,node-6.adservice2-0,container_cpu_cfs_periods,87.5
1647720240,node-6.adservice2-0,container_cpu_cfs_periods,101.5
1647720300,node-6.adservice2-0,container_cpu_cfs_periods,92.5
1647720360,node-6.adservice2-0,container_cpu_cfs_periods,78
1647720420,node-6.adservice2-0,container_cpu_cfs_periods,91
1647720480,node-6.adservice2-0,container_cpu_cfs_periods,108.5
1647720540,node-6.adservice2-0,container_cpu_cfs_periods,83.5
1647720600,node-6.adservice2-0,container_cpu_cfs_periods,90.5
1647720660,node-6.adservice2-0,container_cpu_cfs_periods,88
1647720720,node-6.adservice2-0,container_cpu_cfs_periods,104
1647720780,node-6.adservice2-0,container_cpu_cfs_periods,93
1647720840,node-6.adservice2-0,container_cpu_cfs_periods,91
1647720900,node-6.adservice2-0,container_cpu_cfs_periods,98.5
1647720960,node-6.adservice2-0,container_cpu_cfs_periods,90.5
1647721020,node-6.adservice2-0,container_cpu_cfs_periods,84.5
1647721080,node-6.adservice2-0,container_cpu_cfs_periods,97
1647721140,node-6.adservice2-0,container_cpu_cfs_periods,99
1647721200,node-6.adservice2-0,container_cpu_cfs_periods,96
1647721260,node-6.adservice2-0,container_cpu_cfs_periods,80
1647721320,node-6.adservice2-0,container_cpu_cfs_periods,96.5
1647721380,node-6.adservice2-0,container_cpu_cfs_periods,70
1647721440,node-6.adservice2-0,container_cpu_cfs_periods,95.5
1647721500,node-6.adservice2-0,container_cpu_cfs_periods,90.5
1647721560,node-6.adservice2-0,container_cpu_cfs_periods,91.5
1647721620,node-6.adservice2-0,container_cpu_cfs_periods,80.5
1647721680,node-6.adservice2-0,container_cpu_cfs_periods,96
1647721740,node-6.adservice2-0,container_cpu_cfs_periods,108
1647721800,node-6.adservice2-0,container_cpu_cfs_periods,82.5
1647721860,node-6.adservice2-0,container_cpu_cfs_periods,96
1647721920,node-6.adservice2-0,container_cpu_cfs_periods,89.5
1647721980,node-6.adservice2-0,container_cpu_cfs_periods,110.5
1647722040,node-6.adservice2-0,container_cpu_cfs_periods,97
1647722100,node-6.adservice2-0,container_cpu_cfs_periods,79
1647722160,node-6.adservice2-0,container_cpu_cfs_periods,105
1647722220,node-6.adservice2-0,container_cpu_cfs_periods,73
1647722280,node-6.adservice2-0,container_cpu_cfs_periods,100.5
1647722340,node-6.adservice2-0,container_cpu_cfs_periods,100
1647722400,node-6.adservice2-0,container_cpu_cfs_periods,74.5
1647722460,node-6.adservice2-0,container_cpu_cfs_periods,99.5
1647722520,node-6.adservice2-0,container_cpu_cfs_periods,92.5
1647722580,node-6.adservice2-0,container_cpu_cfs_periods,98
1647722640,node-6.adservice2-0,container_cpu_cfs_periods,83
1647722700,node-6.adservice2-0,container_cpu_cfs_periods,88
1647722760,node-6.adservice2-0,container_cpu_cfs_periods,97.5
1647722820,node-6.adservice2-0,container_cpu_cfs_periods,79
1647722880,node-6.adservice2-0,container_cpu_cfs_periods,112
1647722940,node-6.adservice2-0,container_cpu_cfs_periods,85
1647723000,node-6.adservice2-0,container_cpu_cfs_periods,93
1647723060,node-6.adservice2-0,container_cpu_cfs_periods,82.5
1647723120,node-6.adservice2-0,container_cpu_cfs_periods,88
1647723180,node-6.adservice2-0,container_cpu_cfs_periods,98
1647723240,node-6.adservice2-0,container_cpu_cfs_periods,96.5
1647723300,node-6.adservice2-0,container_cpu_cfs_periods,80.5
1647723360,node-6.adservice2-0,container_cpu_cfs_periods,81
1647723420,node-6.adservice2-0,container_cpu_cfs_periods,84.5
1647723480,node-6.adservice2-0,container_cpu_cfs_periods,110.5
1647723540,node-6.adservice2-0,container_cpu_cfs_periods,83.5
1647720000,node-5.frontend-1,container_cpu_cfs_periods,130
1647720060,node-5.frontend-1,container_cpu_cfs_periods,130
1647720120,node-5.frontend-1,container_cpu_cfs_periods,68
1647720180,node-5.frontend-1,container_cpu_cfs_periods,98.33333333
1647720240,node-5.frontend-1,container_cpu_cfs_periods,107.6666667
1647720300,node-5.frontend-1,container_cpu_cfs_periods,85.66666667
1647720360,node-5.frontend-1,container_cpu_cfs_periods,115.8333333
1647720420,node-5.frontend-1,container_cpu_cfs_periods,91
1647720480,node-5.frontend-1,container_cpu_cfs_periods,55.5
1647720540,node-5.frontend-1,container_cpu_cfs_periods,86.33333333
1647720600,node-5.frontend-1,container_cpu_cfs_periods,80.66666667
1647720660,node-5.frontend-1,container_cpu_cfs_periods,92
1647720720,node-5.frontend-1,container_cpu_cfs_periods,95
1647720780,node-5.frontend-1,container_cpu_cfs_periods,95
1647720840,node-5.frontend-1,container_cpu_cfs_periods,93
1647720900,node-5.frontend-1,container_cpu_cfs_periods,104
1647720960,node-5.frontend-1,container_cpu_cfs_periods,125.5
1647721020,node-5.frontend-1,container_cpu_cfs_periods,84
1647721080,node-5.frontend-1,container_cpu_cfs_periods,108
1647721140,node-5.frontend-1,container_cpu_cfs_periods,90.5
1647721200,node-5.frontend-1,container_cpu_cfs_periods,78
1647721260,node-5.frontend-1,container_cpu_cfs_periods,87
1647721320,node-5.frontend-1,container_cpu_cfs_periods,86
1647721380,node-5.frontend-1,container_cpu_cfs_periods,78.33333333
1647721440,node-5.frontend-1,container_cpu_cfs_periods,90.66666667
1647721500,node-5.frontend-1,container_cpu_cfs_periods,106
1647721560,node-5.frontend-1,container_cpu_cfs_periods,111.5
1647721620,node-5.frontend-1,container_cpu_cfs_periods,103
1647721680,node-5.frontend-1,container_cpu_cfs_periods,91.5
1647721740,node-5.frontend-1,container_cpu_cfs_periods,100.5
1647721800,node-5.frontend-1,container_cpu_cfs_periods,106.5
1647721860,node-5.frontend-1,container_cpu_cfs_periods,101.5
1647721920,node-5.frontend-1,container_cpu_cfs_periods,94.5
1647721980,node-5.frontend-1,container_cpu_cfs_periods,78
1647722040,node-5.frontend-1,container_cpu_cfs_periods,72
1647722100,node-5.frontend-1,container_cpu_cfs_periods,96.66666667
1647722160,node-5.frontend-1,container_cpu_cfs_periods,103.3333333
1647722220,node-5.frontend-1,container_cpu_cfs_periods,91.5
1647722280,node-5.frontend-1,container_cpu_cfs_periods,78.5
1647722340,node-5.frontend-1,container_cpu_cfs_periods,91.66666667
1647722400,node-5.frontend-1,container_cpu_cfs_periods,111.3333333
1647722460,node-5.frontend-1,container_cpu_cfs_periods,103.5
1647722520,node-5.frontend-1,container_cpu_cfs_periods,101
1647722580,node-5.frontend-1,container_cpu_cfs_periods,89
1647722640,node-5.frontend-1,container_cpu_cfs_periods,84
1647722700,node-5.frontend-1,container_cpu_cfs_periods,109.5
1647722760,node-5.frontend-1,container_cpu_cfs_periods,93.5
1647722820,node-5.frontend-1,container_cpu_cfs_periods,100.5
1647722880,node-5.frontend-1,container_cpu_cfs_periods,100.5
1647722940,node-5.frontend-1,container_cpu_cfs_periods,87
1647723000,node-5.frontend-1,container_cpu_cfs_periods,89
1647723060,node-5.frontend-1,container_cpu_cfs_periods,90
1647723120,node-5.frontend-1,container_cpu_cfs_periods,87
1647723180,node-5.frontend-1,container_cpu_cfs_periods,67
1647723240,node-5.frontend-1,container_cpu_cfs_periods,87
1647723300,node-5.frontend-1,container_cpu_cfs_periods,78
1647723360,node-5.frontend-1,container_cpu_cfs_periods,91
1647723420,node-5.frontend-1,container_cpu_cfs_periods,82.5
1647723480,node-5.frontend-1,container_cpu_cfs_periods,102.3333333
1647723540,node-5.frontend-1,container_cpu_cfs_periods,110.1666667
1647720000,node-6.checkoutservice-0,container_cpu_cfs_periods,3.5
1647720060,node-6.checkoutservice-0,container_cpu_cfs_periods,3.5
1647720120,node-6.checkoutservice-0,container_cpu_cfs_periods,11.5
