1647734400,node-6.adservice2-0,container_cpu_user_seconds,0.11
1647734460,node-6.adservice2-0,container_cpu_user_seconds,0.11
1647734520,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647734580,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647734640,node-6.adservice2-0,container_cpu_user_seconds,0.12
1647734700,node-6.adservice2-0,container_cpu_user_seconds,0.12
1647734760,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647734820,node-6.adservice2-0,container_cpu_user_seconds,0.13
1647734880,node-6.adservice2-0,container_cpu_user_seconds,0.13
1647734940,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647735000,node-6.adservice2-0,container_cpu_user_seconds,0.105
1647735060,node-6.adservice2-0,container_cpu_user_seconds,0.135
1647735120,node-6.adservice2-0,container_cpu_user_seconds,0.13
1647735180,node-6.adservice2-0,container_cpu_user_seconds,0.13
1647735240,node-6.adservice2-0,container_cpu_user_seconds,0.135
1647735300,node-6.adservice2-0,container_cpu_user_seconds,0.095
1647735360,node-6.adservice2-0,container_cpu_user_seconds,0.135
1647735420,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647735480,node-6.adservice2-0,container_cpu_user_seconds,0.12
1647735540,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647735600,node-6.adservice2-0,container_cpu_user_seconds,0.135
1647735660,node-6.adservice2-0,container_cpu_user_seconds,0.115
1647735720,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647735780,node-6.adservice2-0,container_cpu_user_seconds,0.12
1647735840,node-6.adservice2-0,container_cpu_user_seconds,0.11
1647735900,node-6.adservice2-0,container_cpu_user_seconds,0.135
1647735960,node-6.adservice2-0,container_cpu_user_seconds,0.12
1647736020,node-6.adservice2-0,container_cpu_user_seconds,0.14
1647736080,node-6.adservice2-0,container_cpu_user_seconds,0.115
1647736140,node-6.adservice2-0,container_cpu_user_seconds,0.13
1647736200,node-6.adservice2-0,container_cpu_user_seconds,0.135
1647736260,node-6.adservice2-0,container_cpu_user_seconds,0.13
1647736320,node-6.adservice2-0,container_cpu_user_seconds,0.12
1647736380,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647736440,node-6.adservice2-0,container_cpu_user_seconds,0.14
1647736500,node-6.adservice2-0,container_cpu_user_seconds,0.115
1647736560,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647736620,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647736680,node-6.adservice2-0,container_cpu_user_seconds,0.135
1647736740,node-6.adservice2-0,container_cpu_user_seconds,0.13
1647736800,node-6.adservice2-0,container_cpu_user_seconds,0.13
1647736860,node-6.adservice2-0,container_cpu_user_seconds,0.11
1647736920,node-6.adservice2-0,container_cpu_user_seconds,0.135
1647736980,node-6.adservice2-0,container_cpu_user_seconds,0.14
1647737040,node-6.adservice2-0,container_cpu_user_seconds,0.12
1647737100,node-6.adservice2-0,container_cpu_user_seconds,0.125
1647737160,node-6.adservice2-0,container_cpu_user_seconds,0.12
1647737220,node-6.adservice2-0,container_cpu_user_seconds,0.13
1647737280,node-6.adservice2-0,container_cpu_user_seconds,0.115
1647737340,node-6.adservice2-0,container_cpu_user_seconds,0.14
1647737400,node-6.adservice2-0,container_cpu_user_seconds,0.11
1647737460,node-6.adservice2-0,container_cpu_user_seconds,0.135
