timestamp,cmdb_id,kpi_name,value
1647720000,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,5.3882999999643744e-05
1647720060,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,5.3882999999643744e-05
1647720120,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,5.388300000008783e-05
1647720180,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,5.0723499999794086e-05
1647720240,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,5.0723500000238175e-05
1647720300,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.3589000000056046e-05
1647720360,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.3589000000056046e-05
1647720420,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.911599999995019e-05
1647720480,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.911599999995019e-05
1647720540,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.303999999992868e-05
1647720600,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.304000000037277e-05
1647720660,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.3975000000019406e-05
1647720720,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.3975000000019406e-05
1647720780,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.971250000001092e-05
1647720840,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.971250000001092e-05
1647720900,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.849400000000003e-05
1647720960,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.849400000000003e-05
1647721020,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.566750000016938e-05
1647721080,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.5667499999725294e-05
1647721140,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.915349999994433e-05
1647721200,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.915349999994433e-05
1647721260,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,4.851500000002673e-05
1647721320,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,4.851500000002673e-05
1647721380,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.652550000010635e-05
1647721440,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.652550000010635e-05
1647721500,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.6941499999443295e-05
1647721560,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.6941499999887384e-05
1647721620,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.8275500000128915e-05
1647721680,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.8275500000128915e-05
1647721740,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.789799999998067e-05
1647721800,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.789799999998067e-05
1647721860,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.994500000015222e-05
1647721920,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.994500000015222e-05
1647721980,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.7622000000236966e-05
1647722040,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.762199999979288e-05
1647722100,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.8352499999838585e-05
1647722160,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.8352499999838585e-05
1647722220,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.625949999985778e-05
1647722280,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.625950000030187e-05
1647722340,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.56985000000698e-05
1647722400,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.56985000000698e-05
1647722460,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,4.7927500000266576e-05
1647722520,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,4.792749999982249e-05
1647722580,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.3934500000221135e-05
1647722640,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.3934499999777046e-05
1647722700,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.582099999999144e-05
1647722760,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.582099999999144e-05
1647722820,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.26874999996285e-05
1647722880,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,3.268750000007259e-05
1647722940,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,5.138499999990387e-05
1647723000,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,5.138499999990387e-05
1647723060,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,4.89545000004199e-05
1647723120,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,4.895449999997581e-05
1647723180,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,0.0
1647723240,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,0.00010656300000011498
1647723300,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,0.0
1647723360,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,0.00010030699999985515
1647723420,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,0.0
1647723480,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,6.550400000016054e-05
1647723540,istio-egressgateway-7bfdcc9d86-zpjpg,istio_agent_go_gc_duration_seconds,0.0
1647720000,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.12865000005047e-05
1647720060,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.12865000005047e-05
1647720120,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,5.1419500000093876e-05
1647720180,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,5.141949999964979e-05
1647720240,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,4.778000000005278e-05
1647720300,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,4.778000000005278e-05
1647720360,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,4.95794999997301e-05
1647720420,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,4.95794999997301e-05
1647720480,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.337749999987594e-05
1647720540,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.3377500000320026e-05
1647720600,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,4.608700000030552e-05
1647720660,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,4.608699999986143e-05
1647720720,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.5803499999875754e-05
1647720780,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.5803499999875754e-05
1647720840,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.3450500000142824e-05
1647720900,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.3450500000142824e-05
1647720960,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,5.034649999968721e-05
1647721020,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,5.03465000001313e-05
1647721080,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,4.8987500000041706e-05
1647721140,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,4.8987500000041706e-05
1647721200,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.1749999999775014e-05
1647721260,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,3.17500000002191e-05
1647721320,istio-ingressgateway-565bffd4d-6bl7m,istio_agent_go_gc_duration_seconds,5.04420000000394e-05
